filename,channel,segment,label_str,label,stft_0_mean,stft_0_median,stft_0_min,stft_0_max,stft_1_mean,stft_1_median,stft_1_min,stft_1_max,stft_2_mean,stft_2_median,stft_2_min,stft_2_max,stft_3_mean,stft_3_median,stft_3_min,stft_3_max,stft_4_mean,stft_4_median,stft_4_min,stft_4_max,stft_5_mean,stft_5_median,stft_5_min,stft_5_max,stft_6_mean,stft_6_median,stft_6_min,stft_6_max,stft_7_mean,stft_7_median,stft_7_min,stft_7_max,stft_8_mean,stft_8_median,stft_8_min,stft_8_max,stft_9_mean,stft_9_median,stft_9_min,stft_9_max,stft_10_mean,stft_10_median,stft_10_min,stft_10_max,stft_11_mean,stft_11_median,stft_11_min,stft_11_max
16.1792.csv,4,0,ball_overhang,0,0.058660743405530714,0.044754136314625576,0.017690854344507338,0.36558498566443537,0.11883900189306107,0.08137737432276801,0.03082259712972161,0.5804118109298811,0.3991285618315165,0.2964843371671358,0.10180918870089184,0.8946195132207325,0.7565809265403586,0.6961449265639982,0.5158530994343243,1.0,0.9841915995705056,1.0,0.8730237881089347,1.0,0.5001638745104836,0.5132580195053715,0.22130917006797732,0.8531781941747367,0.1693382629482148,0.18507193548881112,0.061141802179967855,0.343774753117166,0.0630031278531207,0.046615007996279136,0.016674860737105703,0.18946809380510918,0.03666644970159624,0.028298161319574425,0.007457620643031996,0.12177433214529218,0.027271250650231935,0.027619611365407675,0.005058222199046484,0.08768843207463592,0.03288497636063299,0.026657488308802876,0.008056856163491307,0.10988715865385738,0.05743050016689164,0.04686418173647099,0.01654641460431686,0.2067290012114099
16.1792.csv,4,1,ball_overhang,0,0.05500152242773578,0.037161469006134186,0.010379548274830744,0.1787867475615569,0.09325750928255039,0.07118852032488122,0.028597270334817813,0.31704497394532233,0.3473577688684337,0.26787813945196637,0.11818521010591816,0.7565664740630436,0.6825841839783133,0.6150373266333394,0.4796055482297432,1.0,0.9931000205839232,1.0,0.8854451675017344,1.0,0.5356926808826787,0.5639029361725196,0.24420212183246578,0.8025681256872236,0.1973931706369907,0.20300185043488286,0.05975728234482611,0.4853298838641772,0.07089939431650624,0.057565854058411484,0.014345659076288994,0.28283843253513063,0.0424299780063877,0.03334536421721106,0.005067367983908248,0.15899833627527102,0.033470098471069444,0.028334915099123073,0.006779808407117272,0.10074896552110238,0.0350164932489987,0.0315369384417179,0.006437423290884551,0.1126661780465564,0.05606481174922297,0.03975713260664025,0.009214457327124653,0.1582248074615068
16.1792.csv,4,2,ball_overhang,0,0.07690666449045219,0.06392885207762182,0.01982727609705266,0.18058662935758493,0.280711302116785,0.23463077567595864,0.08698448646604186,0.6305701484463914,0.5884229049511759,0.5379717075782803,0.3605387096996894,1.0,0.9997896321934626,1.0,0.9896919774796694,1.0,0.5984868360611553,0.6238457865398943,0.34452702709565103,0.8754717434416598,0.23830002294386324,0.2557172694822172,0.08928282447586658,0.5095428097976905,0.07195788118394207,0.06352684378177774,0.025047051234845595,0.21852923380712663,0.04049025089790538,0.0356660805734634,0.00649265570741039,0.11895892882085939,0.03390853438445852,0.028187413637744345,0.00866703210902321,0.09584582714349119,0.03785624665596298,0.03642026873375059,0.009234218272061435,0.09014045051161668,0.05738225544248611,0.05572011441661491,0.004950730407298867,0.1713113776500705,0.06056057517751659,0.0533611065644304,0.007396020970310187,0.176824230740157
16.1792.csv,4,3,ball_overhang,0,0.0534725796993669,0.051905631211632025,0.012156579638008017,0.12943903442694638,0.09974671455583946,0.08682793436363184,0.032501849786947534,0.24515466925860563,0.36581112449527914,0.28379157386027287,0.1274835478161937,0.7775685545368011,0.7226157333699637,0.6567541019217079,0.525612959452877,1.0,0.992763767101923,1.0,0.8969078006408455,1.0,0.5001393553186706,0.49145611558024627,0.2284824469871734,0.9943839455988359,0.17383986145028543,0.1816706458544099,0.049897071009555045,0.561297417309976,0.06839930649739147,0.06297306288441197,0.022913682061866374,0.2047799869877384,0.046710916719283326,0.04261550527947024,0.014308428427120804,0.11208965845558902,0.041290387112939926,0.04306732090463423,0.004591228905532332,0.09927790354059883,0.04365293599221168,0.04210611336462099,0.00689459862878353,0.08415701967441219,0.06064970203545644,0.06005196390009933,0.012697551565629905,0.11884662328234438
16.1792.csv,4,4,ball_overhang,0,0.06411977803332486,0.04272185421369352,0.018330012115122918,0.21349315776111225,0.10368303312799806,0.07603775359593822,0.02572953704542307,0.28828669378374366,0.3671757212005746,0.2800301559739076,0.09443315901322373,0.7788089603756286,0.7083363582744099,0.6541588158082287,0.46899422611686153,1.0,0.9873131910940798,1.0,0.8831355157423162,1.0,0.5360672540029445,0.5465386905062833,0.2103463989364332,0.9739547487261464,0.20432472646825073,0.2091217462488461,0.05950899358893755,0.5608733598815623,0.08733358582907118,0.07015058802804451,0.03379250216479087,0.22072886362290822,0.060414573032714865,0.05298195409088555,0.006181842692917588,0.2075823658161113,0.053214541912367984,0.05640299720899328,0.005688941263448705,0.13257647424377167,0.056024929497786854,0.0523269401942713,0.007807349616623378,0.14767319073517246,0.07431634547992841,0.05994927139237061,0.012315537896788591,0.21770305829963474
16.1792.csv,4,5,ball_overhang,0,0.08883597411413632,0.06794451605865641,0.02030452778224737,0.23019469288694805,0.31497743858933713,0.2506353666011771,0.09269793830954697,0.6950080225778655,0.6341173956289667,0.5571759618319936,0.40096920848954315,1.0,0.99819140644908,1.0,0.9614329554147778,1.0,0.5638294016886819,0.5906957858401742,0.2950723536641451,0.8961733104042162,0.20893081052638524,0.22329895098715266,0.06412456107056347,0.47099672440820534,0.07182328629102348,0.051821988291009986,0.018397545527554897,0.2142256786309076,0.04807312408356354,0.03078698056474082,0.00743474236167957,0.16887888631822567,0.041035218286317995,0.0286312475288978,0.009258597475982434,0.1402032047403076,0.04690979015790648,0.03994289450958825,0.007805648069592548,0.14396273599462875,0.07142456771393661,0.05716737007528806,0.01355803513431488,0.20067738097368626,0.06885873654995922,0.05269441203946286,0.01566313419608361,0.1845327556063074
16.1792.csv,4,6,ball_overhang,0,0.08288145027028879,0.05376680443357756,0.02244877185645311,0.33248514480981944,0.3097605107679946,0.21144266749564478,0.110112300756705,0.7126174878372143,0.6362243402377366,0.5499360226194948,0.4319424738991608,1.0,0.9987351295088226,1.0,0.9669143389310353,1.0,0.553109615012182,0.5940649441879957,0.2744810450245761,0.8737819228769534,0.20436465699048323,0.21329480965271272,0.06917484341096225,0.5140893156574687,0.07259374295661201,0.06468328766207736,0.020349215810536368,0.2995554599952466,0.04725575331664491,0.04336009676385613,0.01157546371254603,0.23966455921145047,0.035814393266496436,0.03189459234474149,0.015531119027219313,0.21437737818472272,0.035459723973723274,0.03641285564633874,0.00847700454353859,0.18204391613580054,0.049973106097537946,0.03935136780781913,0.014120810554159962,0.18772183078404248,0.05243323404714483,0.038374071373928925,0.00997019756058025,0.2419565383484267
16.1792.csv,4,7,ball_overhang,0,0.05307642294031206,0.04001855363951613,0.009864042542713431,0.2686740055506144,0.09535321874572478,0.07100164470156853,0.028700381115093807,0.34817040687420336,0.34360745431964596,0.24860487459747654,0.09245484659647309,0.7616026611919088,0.6750911372805593,0.5938083120489497,0.4475455989800968,1.0,0.9919918120317288,1.0,0.8839365166690738,1.0,0.5348482682189639,0.5586773635989338,0.22343765191359535,0.8405259805577147,0.19656338244197755,0.20675938086072518,0.0510596625629879,0.4576496396607962,0.07162921720265414,0.05771849266598586,0.02911285616304371,0.2423210275941885,0.04434516949080247,0.03847134045739041,0.01531936052638063,0.17507356289844136,0.03840955417515094,0.0349931792387008,0.007210133729167757,0.15629504676339062,0.040121091995045925,0.03406313810107347,0.0066798619778638615,0.1613139986573162,0.052702011864658345,0.047641509478935154,0.008899595380441692,0.2090319083684746
16.1792.csv,4,8,ball_overhang,0,0.08157268116736366,0.06674191869689293,0.021458532033973868,0.26226491543802294,0.30632541978168326,0.22652504839101387,0.09887009713261821,0.6989370401135805,0.6247392111401604,0.5511600855801622,0.4073222774800024,1.0,0.9971666694170614,1.0,0.9074896905988592,1.0,0.5644926593152129,0.6022353921155461,0.2555849332952648,0.8723289919493014,0.20738315784896136,0.22623437005422645,0.04435505239592445,0.49833110257503893,0.05943989875769539,0.05044260548858437,0.013932454407857424,0.277541543628289,0.03032513619919709,0.022379102153781236,0.006443492864647711,0.2155136439233053,0.02660646907041087,0.020870936623747803,0.004384022930784222,0.17399611398772297,0.03407532549004703,0.031669872983954184,0.004932983442533012,0.20975344492409947,0.053215736565223014,0.05167768444120459,0.010278815570003876,0.27318173267498685,0.052746348168284454,0.047413848557960436,0.013359126684686647,0.23350752109518652
16.1792.csv,4,9,ball_overhang,0,0.0582840712851822,0.03660904106904046,0.014577022219641888,0.24452454387386566,0.09519346999268471,0.07215955343896105,0.029382265517876805,0.4073397019248162,0.33754984270848115,0.26429548169479966,0.1210953418176224,0.7517999122895497,0.6925282412632081,0.6446840464189452,0.498628864227936,1.0,0.9963559537545891,1.0,0.9239199591774059,1.0,0.5198098498054531,0.5362116516173009,0.2631912668941347,0.8281164369414242,0.18141548272600413,0.1834471344423238,0.0754093458548978,0.2767766658040534,0.06786409761706204,0.06693685051946206,0.02739414815791741,0.13392156875193806,0.04671893786980646,0.03916472512200605,0.012621859079371809,0.15071929795122926,0.04115985254254045,0.02972044805705627,0.006579546520351029,0.22242364351595326,0.044230178595753414,0.03809751806442746,0.00595010007144583,0.2619555935337259,0.06414822406943842,0.04622020781072463,0.01244664660785865,0.22871982411349528
